Task_ID,Priority,Project_ID,Project_code,Category,Total_developers,TaskPerformance,DeveloperPerformance,Hours_estimate,Hours_logged,Difference,Estimate_Effort
10408,1,4,PC4,Bug,1,0.5,0.5,7,6.5,0.5,1.853448276
10409,1,4,PC4,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
10416,3,4,PC4,Bug,1,-0.5,-0.5,6,6.5,0.5,1.724137931
10437,3,4,PC4,Bug,1,-0.5,NA,2,2.5,0.5,1.206896552
10437,3,4,PC4,Bug,1,-0.5,0,2,2.5,0.5,1.206896552
10444,1,9,PC9,Enhancement,1,-0.5,-0.5,7,7.5,0.5,1.853448276
10510,1,2,PC2,Bug,1,0.5,0.5,8,7.5,0.5,1.982758621
10521,1,2,PC2,Testing,1,-0.5,0,3,3.5,0.5,1.336206897
10521,1,2,PC2,Testing,1,-0.5,NA,3,3.5,0.5,1.336206897
10523,1,4,PC4,Enhancement,1,0.5,0.5,2,1.5,0.5,1.206896552
10524,1,4,PC4,Bug,1,0.5,NA,2,1.5,0.5,1.206896552
10524,1,4,PC4,Bug,1,0.5,1,2,1.5,0.5,1.206896552
10589,2,9,PC9,Enhancement,1,-0.5,1.25,7,7.5,0.5,1.853448276
10589,2,9,PC9,Enhancement,1,-0.5,NA,7,7.5,0.5,1.853448276
11440,1,9,PC9,Release,1,-0.5,NA,3.5,4,0.5,1.400862069
11440,1,9,PC9,Release,1,-0.5,1.5,3.5,4,0.5,1.400862069
11733,1,13,PC13,Enhancement,1,0.5,0.5,3,2.5,0.5,1.336206897
11752,1,2,PC2,Release,1,-0.5,-0.5,3.5,4,0.5,1.400862069
11827,1,2,PC2,Bug,1,0.5,0.5,2,1.5,0.5,1.206896552
11854,1,9,PC9,Enhancement,1,0.5,0.5,7,6.5,0.5,1.853448276
11861,1,2,PC2,Bug,1,-0.5,-0.5,3,3.5,0.5,1.336206897
11906,1,2,PC2,Enhancement,1,0.5,0.5,5,4.5,0.5,1.594827586
11951,1,13,PC13,Enhancement,1,0.5,0.5,1,0.5,0.5,1.077586207
12007,5,6,PC6,Enhancement,1,-0.5,-0.5,3,3.5,0.5,1.336206897
12013,1,2,PC2,Bug,1,-0.5,-0.5,5,5.5,0.5,1.594827586
12153,1,6,PC6,Enhancement,1,0.5,0.5,1.5,1,0.5,1.142241379
12335,1,2,PC2,Bug,1,-0.5,-0.5,3.5,4,0.5,1.400862069
12367,1,2,PC2,Enhancement,1,-0.5,-0.5,14,14.5,0.5,2.75862069
12385,3,18,PC18,Bug,1,0.5,0.5,5,4.5,0.5,1.594827586
12407,1,13,PC13,Bug,1,0.5,0.5,1,0.5,0.5,1.077586207
12628,1,13,PC13,Bug,1,0.5,0.5,3,2.5,0.5,1.336206897
13902,1,2,PC2,Bug,1,-0.5,-0.5,2,2.5,0.5,1.206896552
13963,1,12,PC12,Enhancement,1,0.5,0.5,3.5,3,0.5,1.400862069
14006,1,2,PC2,Bug,1,-0.5,-0.5,0.5,1,0.5,1.012931034
14150,3,10,PC10,Bug,1,0.5,0.5,5,4.5,0.5,1.594827586
14318,3,10,PC10,Bug,1,-0.5,-0.5,3.5,4,0.5,1.400862069
14339,3,10,PC10,Bug,1,-0.5,-0.5,3,3.5,0.5,1.336206897
13079,1,5,PC5,Bug,1,0.48,0.48,1,0.52,0.48,1.077586207
13520,1,5,PC5,Bug,1,0.48,0.48,0.75,0.27,0.48,1.045258621
12503,1,6,PC6,Enhancement,1,0.47,0.47,3.5,3.03,0.47,1.400862069
12938,1,5,PC5,Enhancement,1,0.47,0.47,1.5,1.03,0.47,1.142241379
8514,1,9,PC9,Bug,1,0.45,0.45,3.5,3.05,0.45,1.400862069
11919,1,6,PC6,Enhancement,1,0.45,0.45,3.5,3.05,0.45,1.400862069
5053,4,2,PC2,Enhancement,1,0.45,0.45,0.5,0.05,0.45,1.012931034
5054,6,2,PC2,Enhancement,1,0.45,0.45,0.5,0.05,0.45,1.012931034
5055,6,2,PC2,Enhancement,1,0.45,0.45,0.5,0.05,0.45,1.012931034
5057,5,2,PC2,Enhancement,1,0.45,0.45,0.5,0.05,0.45,1.012931034
5059,5,2,PC2,Enhancement,1,0.45,0.45,0.5,0.05,0.45,1.012931034
2744,3,2,PC2,Bug,1,0.45,0.45,0.7,0.25,0.45,1.038793103
9830,3,9,PC9,Bug,1,0.45,0.45,1,0.55,0.45,1.077586207
10165,1,9,PC9,Bug,1,0.45,0.45,1,0.55,0.45,1.077586207
9851,1,4,PC4,Enhancement,1,-0.44,0.46,2,2.44,0.44,1.206896552
9851,1,4,PC4,Enhancement,1,-0.44,NA,2,2.44,0.44,1.206896552
11570,1,6,PC6,Enhancement,1,0.44,0.44,1,0.56,0.44,1.077586207
10335,1,9,PC9,Enhancement,1,-0.4,-0.4,7,7.4,0.4,1.853448276
3496,1,11,PC11,Bug,1,0.4,0.4,0.5,0.1,0.4,1.012931034
3531,6,11,PC11,Bug,1,0.4,0.4,0.5,0.1,0.4,1.012931034
3579,1,9,PC9,Bug,1,0.4,0.4,0.5,0.1,0.4,1.012931034
3615,2,11,PC11,Bug,1,0.4,0.4,0.5,0.1,0.4,1.012931034
3639,1,11,PC11,Bug,1,0.4,0.4,0.5,0.1,0.4,1.012931034
5675,4,2,PC2,Enhancement,1,0.4,0.4,0.5,0.1,0.4,1.012931034
9831,2,4,PC4,Bug,1,0.4,0.4,1,0.6,0.4,1.077586207
5777,5,2,PC2,Enhancement,1,-0.4,-0.4,3.5,3.9,0.4,1.400862069
6626,1,9,PC9,Enhancement,1,0.4,0.4,1.5,1.1,0.4,1.142241379
10345,1,9,PC9,Release,1,-0.4,-0.4,3,3.4,0.4,1.336206897
13707,1,5,PC5,Bug,1,0.38,0.38,0.8,0.42,0.38,1.051724138
3907,1,11,PC11,Enhancement,1,0.38,0.38,1,0.62,0.38,1.077586207
13096,1,5,PC5,Enhancement,1,0.38,0.38,2.5,2.12,0.38,1.271551724
13525,1,5,PC5,Bug,1,0.38,0.38,3.5,3.12,0.38,1.400862069
13430,1,5,PC5,Bug,1,0.37,0.37,2,1.63,0.37,1.206896552
12780,1,5,PC5,Enhancement,1,0.36,0.36,1,0.64,0.36,1.077586207
5944,1,2,PC2,Enhancement,1,-0.35,NA,29,29.35,0.35,4.698275862
5944,1,2,PC2,Enhancement,1,-0.35,7.15,29,29.35,0.35,4.698275862
2912,1,2,PC2,Enhancement,1,0.35,0.35,1.75,1.4,0.35,1.174568966
3039,2,9,PC9,Enhancement,1,0.35,0.35,1.75,1.4,0.35,1.174568966
3325,4,2,PC2,Bug,1,0.35,0.35,1.75,1.4,0.35,1.174568966
3419,1,2,PC2,Bug,1,-0.35,-0.35,1.4,1.75,0.35,1.129310345
4959,4,2,PC2,Bug,1,0.35,1.35,3.5,3.15,0.35,1.400862069
4959,4,2,PC2,Bug,1,0.35,NA,3.5,3.15,0.35,1.400862069
5766,5,2,PC2,Bug,1,-0.35,-0.35,2,2.35,0.35,1.206896552
11571,1,6,PC6,Enhancement,1,0.35,0.35,1.5,1.15,0.35,1.142241379
3303,2,2,PC2,Enhancement,1,0.35,0.35,0.7,0.35,0.35,1.038793103
9850,3,4,PC4,Bug,1,0.35,0.35,1,0.65,0.35,1.077586207
12529,1,6,PC6,Enhancement,1,0.35,0.35,14,13.65,0.35,2.75862069
13535,1,5,PC5,Enhancement,1,0.34,0.34,1,0.66,0.34,1.077586207
6072,1,9,PC9,Enhancement,1,-0.32,NA,40,40.32,0.32,6.120689655
6072,1,9,PC9,Enhancement,1,-0.32,NA,40,40.32,0.32,6.120689655
6072,1,9,PC9,Enhancement,1,-0.32,29.85,40,40.32,0.32,6.120689655
3577,1,9,PC9,Release,1,-0.31,-0.31,1,1.31,0.31,1.077586207
13456,1,5,PC5,Enhancement,1,0.31,0.31,1,0.69,0.31,1.077586207
4436,6,2,PC2,Enhancement,1,0.3,0.3,2,1.7,0.3,1.206896552
13863,1,5,PC5,Bug,1,0.3,0.3,1,0.7,0.3,1.077586207
3560,3,11,PC11,Bug,1,0.3,0.3,0.5,0.2,0.3,1.012931034
3662,1,11,PC11,Enhancement,1,0.3,0.3,0.75,0.45,0.3,1.045258621
3739,1,2,PC2,Release,1,0.3,0.3,0.5,0.2,0.3,1.012931034
5029,2,2,PC2,Enhancement,1,0.3,1.3,2.3,2,0.3,1.245689655
5029,2,2,PC2,Enhancement,1,0.3,NA,2.3,2,0.3,1.245689655
5884,1,9,PC9,Enhancement,1,0.3,0.3,3,2.7,0.3,1.336206897
12076,1,6,PC6,Enhancement,1,-0.3,-0.3,3.5,3.8,0.3,1.400862069
13152,1,5,PC5,Enhancement,1,-0.3,-0.3,4.5,4.8,0.3,1.530172414
3855,1,11,PC11,Enhancement,1,-0.29,-0.29,0.75,1.04,0.29,1.045258621
12091,1,6,PC6,Enhancement,1,-0.28,-0.28,7,7.28,0.28,1.853448276
13264,1,5,PC5,Enhancement,1,0.28,0.28,1.5,1.22,0.28,1.142241379
5908,1,9,PC9,Enhancement,1,0.27,0.27,1,0.73,0.27,1.077586207
14178,1,5,PC5,Bug,1,0.27,0.27,1,0.73,0.27,1.077586207
12734,1,5,PC5,Release,1,-0.26,-0.26,28,28.26,0.26,4.568965517
13325,1,5,PC5,Bug,1,0.26,0.26,1,0.74,0.26,1.077586207
3583,1,11,PC11,Release,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
3653,1,11,PC11,Release,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
3682,1,11,PC11,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
3778,7,9,PC9,Bug,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
3791,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
3882,1,11,PC11,Testing,1,0.25,0.25,1,0.75,0.25,1.077586207
3887,1,11,PC11,Bug,1,0.25,0.25,0.75,0.5,0.25,1.045258621
3904,1,11,PC11,Bug,1,0.25,0.25,0.75,0.5,0.25,1.045258621
3981,5,2,PC2,Enhancement,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
4070,8,2,PC2,Bug,1,-0.25,-0.25,1,1.25,0.25,1.077586207
4258,2,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
4260,5,9,PC9,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
4262,3,2,PC2,Enhancement,1,-0.25,-0.25,1,1.25,0.25,1.077586207
4281,1,2,PC2,Bug,1,0.25,0.25,2,1.75,0.25,1.206896552
4284,3,2,PC2,Bug,1,0.25,0.25,2,1.75,0.25,1.206896552
4296,1,2,PC2,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
4363,4,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
4412,3,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
4444,1,2,PC2,Bug,1,-0.25,-0.25,3,3.25,0.25,1.336206897
4513,1,11,PC11,Enhancement,1,-0.25,-0.25,1,1.25,0.25,1.077586207
4517,3,2,PC2,Enhancement,1,-0.25,-0.25,1.5,1.75,0.25,1.142241379
4538,5,2,PC2,Enhancement,1,-0.25,-0.25,4,4.25,0.25,1.465517241
4572,2,2,PC2,Bug,1,-0.25,-0.25,1,1.25,0.25,1.077586207
4609,5,2,PC2,Bug,1,0.25,0.25,2,1.75,0.25,1.206896552
4626,2,2,PC2,Bug,1,0.25,0.25,4,3.75,0.25,1.465517241
4669,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
4701,2,2,PC2,Bug,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
4783,1,2,PC2,Release,1,0.25,0.25,0.5,0.25,0.25,1.012931034
4991,4,2,PC2,Enhancement,1,-0.25,-0.25,1,1.25,0.25,1.077586207
5022,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
5064,3,9,PC9,Bug,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
5072,4,2,PC2,Enhancement,1,-0.25,-0.25,1,1.25,0.25,1.077586207
5130,4,2,PC2,Enhancement,1,-0.25,-0.25,2,2.25,0.25,1.206896552
5131,7,2,PC2,Enhancement,1,-0.25,-0.25,2.5,2.75,0.25,1.271551724
5237,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
5292,5,2,PC2,Enhancement,1,0.25,0.25,0.5,0.25,0.25,1.012931034
5294,5,2,PC2,Enhancement,1,0.25,0.25,0.5,0.25,0.25,1.012931034
5295,5,2,PC2,Enhancement,1,-0.25,-0.25,3.5,3.75,0.25,1.400862069
5299,5,2,PC2,Enhancement,1,0.25,0.25,1.5,1.25,0.25,1.142241379
5302,5,2,PC2,Enhancement,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
5310,1,2,PC2,Testing,1,-0.25,-0.25,1,1.25,0.25,1.077586207
5367,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
5369,3,2,PC2,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
5375,3,2,PC2,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
5405,4,2,PC2,Enhancement,1,0.25,0.25,1.5,1.25,0.25,1.142241379
5407,4,2,PC2,Release,1,0.25,0.25,3.5,3.25,0.25,1.400862069
5415,4,2,PC2,Enhancement,1,-0.25,-0.25,1,1.25,0.25,1.077586207
5428,4,17,PC17,Enhancement,1,-0.25,-0.25,3,3.25,0.25,1.336206897
5450,4,2,PC2,Bug,1,-0.25,-0.25,1,1.25,0.25,1.077586207
5475,5,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
5479,1,2,PC2,Enhancement,1,0.25,0.25,2.5,2.25,0.25,1.271551724
5502,1,9,PC9,Enhancement,1,-0.25,-0.25,1,1.25,0.25,1.077586207
5512,1,2,PC2,Enhancement,1,0.25,0.25,2,1.75,0.25,1.206896552
5531,5,2,PC2,Enhancement,1,-0.25,-0.25,3.5,3.75,0.25,1.400862069
5560,1,2,PC2,Release,1,0.25,0.25,7,6.75,0.25,1.853448276
5567,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
5588,1,2,PC2,Release,1,-0.25,-0.25,3,3.25,0.25,1.336206897
5621,1,2,PC2,Release,1,0.25,0.25,3,2.75,0.25,1.336206897
5630,6,2,PC2,Release,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
5636,5,2,PC2,Bug,1,-0.25,-0.25,2,2.25,0.25,1.206896552
5670,5,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
5697,1,2,PC2,Bug,1,-0.25,NA,0.5,0.75,0.25,1.012931034
5697,1,2,PC2,Bug,1,-0.25,0,0.5,0.75,0.25,1.012931034
5739,1,9,PC9,Bug,1,0.25,0.25,2,1.75,0.25,1.206896552
5748,1,2,PC2,Enhancement,1,0.25,0.25,0.5,0.25,0.25,1.012931034
5752,7,9,PC9,Bug,1,0.25,0.25,2,1.75,0.25,1.206896552
5753,4,2,PC2,Release,1,0.25,0.25,3,2.75,0.25,1.336206897
5767,5,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
5768,4,2,PC2,Release,1,0.25,0.25,0.75,0.5,0.25,1.045258621
5781,5,2,PC2,Testing,1,0.25,0.25,2,1.75,0.25,1.206896552
5807,5,2,PC2,Release,1,-0.25,-0.25,2.5,2.75,0.25,1.271551724
5823,1,2,PC2,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
5843,1,2,PC2,Release,1,0.25,0.25,1.5,1.25,0.25,1.142241379
5897,3,2,PC2,Bug,1,0.25,0.25,3,2.75,0.25,1.336206897
5912,3,2,PC2,Enhancement,1,0.25,0.25,3,2.75,0.25,1.336206897
5939,1,9,PC9,Bug,1,0.25,0.25,7,6.75,0.25,1.853448276
6014,3,2,PC2,Release,1,0.25,0.25,2,1.75,0.25,1.206896552
6031,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
6065,2,2,PC2,Bug,1,0.25,0.25,1.5,1.25,0.25,1.142241379
6077,2,2,PC2,Release,1,-0.25,-0.25,7,7.25,0.25,1.853448276
6129,2,17,PC17,Enhancement,1,-0.25,-0.25,15,15.25,0.25,2.887931034
6136,4,2,PC2,Bug,1,-0.25,-0.25,1,1.25,0.25,1.077586207
6143,1,2,PC2,Enhancement,1,0.25,0.25,3.5,3.25,0.25,1.400862069
6149,3,2,PC2,Release,1,-0.25,-0.25,2,2.25,0.25,1.206896552
6170,4,2,PC2,Release,1,0.25,0.25,3,2.75,0.25,1.336206897
6171,3,2,PC2,Enhancement,1,0.25,0.25,2,1.75,0.25,1.206896552
6254,4,2,PC2,Release,1,0.25,0.25,2.5,2.25,0.25,1.271551724
6256,1,17,PC17,Enhancement,1,-0.25,-0.25,1,1.25,0.25,1.077586207
6286,1,2,PC2,Enhancement,1,0.25,0.25,1.5,1.25,0.25,1.142241379
6302,1,2,PC2,Bug,1,0.25,0.25,2,1.75,0.25,1.206896552
6305,5,9,PC9,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
6407,4,2,PC2,Release,1,-0.25,-0.25,8,8.25,0.25,1.982758621
6431,2,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
6437,4,2,PC2,Testing,1,0.25,0.25,1,0.75,0.25,1.077586207
6438,4,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
6453,5,2,PC2,Bug,1,0.25,0.25,1.5,1.25,0.25,1.142241379
6455,4,2,PC2,Release,1,0.25,0.25,5,4.75,0.25,1.594827586
6499,3,2,PC2,Release,1,-0.25,-0.25,1,1.25,0.25,1.077586207
6503,3,2,PC2,Release,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
6505,3,2,PC2,Enhancement,1,0.25,0.25,2,1.75,0.25,1.206896552
6516,1,2,PC2,Bug,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
6590,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
6642,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
6811,1,2,PC2,Enhancement,1,-0.25,-0.25,2,2.25,0.25,1.206896552
6854,5,9,PC9,Enhancement,1,-0.25,-0.25,4,4.25,0.25,1.465517241
7030,5,9,PC9,Bug,1,-0.25,-0.25,4,4.25,0.25,1.465517241
7078,1,2,PC2,Enhancement,1,0.25,0.25,3.5,3.25,0.25,1.400862069
7148,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
7156,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
7161,1,2,PC2,Enhancement,1,0.25,0.25,2,1.75,0.25,1.206896552
7219,1,9,PC9,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
7251,2,2,PC2,Testing,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
7378,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
7424,1,2,PC2,Testing,1,-0.25,-0.25,1,1.25,0.25,1.077586207
7453,1,2,PC2,Bug,1,0.25,0.25,3,2.75,0.25,1.336206897
7507,1,2,PC2,Bug,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
7546,5,2,PC2,Release,1,-0.25,-0.25,7,7.25,0.25,1.853448276
7557,4,9,PC9,Enhancement,1,0.25,0.25,21,20.75,0.25,3.663793103
7581,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
7631,3,2,PC2,Release,1,-0.25,-0.25,7,7.25,0.25,1.853448276
7673,5,9,PC9,Bug,1,0.25,0.25,2.5,2.25,0.25,1.271551724
7730,4,2,PC2,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
7731,5,2,PC2,Enhancement,1,0.25,0.25,5,4.75,0.25,1.594827586
7739,3,9,PC9,Enhancement,1,0.25,0.25,5,4.75,0.25,1.594827586
7742,5,9,PC9,Enhancement,1,0.25,0.25,1.5,1.25,0.25,1.142241379
7754,1,9,PC9,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
7766,3,9,PC9,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
7867,1,9,PC9,Enhancement,1,0.25,0.25,2,1.75,0.25,1.206896552
7913,1,2,PC2,Testing,1,0.25,0.25,1,0.75,0.25,1.077586207
7938,1,2,PC2,Enhancement,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
7957,5,9,PC9,Bug,1,-0.25,-0.25,1,1.25,0.25,1.077586207
8020,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
8057,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
8293,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
8337,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
8359,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
8360,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
8362,5,9,PC9,Enhancement,1,0.25,0.25,3.5,3.25,0.25,1.400862069
8403,1,2,PC2,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
8431,1,2,PC2,Enhancement,1,-0.25,-0.25,2.5,2.75,0.25,1.271551724
8443,1,9,PC9,Enhancement,1,0.25,0.25,3.5,3.25,0.25,1.400862069
8463,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
8483,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
8508,3,9,PC9,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
8524,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
8605,1,2,PC2,Bug,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
8610,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
8619,3,2,PC2,Bug,1,-0.25,NA,1,1.25,0.25,1.077586207
8619,3,2,PC2,Bug,1,-0.25,0.75,1,1.25,0.25,1.077586207
8722,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
8723,1,2,PC2,Bug,1,-0.25,-0.25,1,1.25,0.25,1.077586207
8786,1,2,PC2,Testing,1,-0.25,-0.25,3,3.25,0.25,1.336206897
8795,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
8839,5,2,PC2,Bug,1,0.25,0.25,2,1.75,0.25,1.206896552
8847,5,2,PC2,Bug,1,-0.25,0.5,1,1.25,0.25,1.077586207
8847,5,2,PC2,Bug,1,-0.25,NA,1,1.25,0.25,1.077586207
8860,2,2,PC2,Bug,1,0.25,0.25,1.5,1.25,0.25,1.142241379
8941,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
8987,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
8998,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
9092,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
9103,1,2,PC2,Bug,1,0.25,0.25,3.5,3.25,0.25,1.400862069
9137,1,2,PC2,Bug,1,0.25,0.75,2,1.75,0.25,1.206896552
9137,1,2,PC2,Bug,1,0.25,NA,2,1.75,0.25,1.206896552
9296,1,2,PC2,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
9297,1,2,PC2,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
9360,1,2,PC2,Testing,1,0.25,0.25,3.5,3.25,0.25,1.400862069
9446,1,2,PC2,Bug,1,-0.25,NA,2,2.25,0.25,1.206896552
9446,1,2,PC2,Bug,1,-0.25,0.75,2,2.25,0.25,1.206896552
9588,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
9600,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
9673,1,2,PC2,Release,1,0.25,0.25,1,0.75,0.25,1.077586207
9685,3,4,PC4,Bug,1,-0.25,-0.25,1,1.25,0.25,1.077586207
9743,2,9,PC9,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
9772,3,4,PC4,Bug,1,0.25,0.25,2,1.75,0.25,1.206896552
9815,1,4,PC4,Release,1,-0.25,-0.25,1,1.25,0.25,1.077586207
9826,1,4,PC4,Release,1,0.25,0.25,2,1.75,0.25,1.206896552
9845,4,4,PC4,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
9872,1,4,PC4,Release,1,-0.25,-0.25,1,1.25,0.25,1.077586207
9886,1,4,PC4,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
9908,2,4,PC4,Enhancement,1,0.25,0.25,2,1.75,0.25,1.206896552
9911,2,4,PC4,Enhancement,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
9938,1,4,PC4,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
10004,5,8,PC8,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
10287,1,9,PC9,Bug,1,-0.25,0,2,2.25,0.25,1.206896552
10287,1,9,PC9,Bug,1,-0.25,NA,2,2.25,0.25,1.206896552
10366,1,4,PC4,Bug,1,0.25,NA,3,2.75,0.25,1.336206897
10366,1,4,PC4,Bug,1,0.25,1,3,2.75,0.25,1.336206897
10389,2,4,PC4,Enhancement,1,0.25,0.25,2,1.75,0.25,1.206896552
10422,1,9,PC9,Enhancement,1,0.25,0.25,0.5,0.25,0.25,1.012931034
10441,1,4,PC4,Testing,1,-0.25,-0.25,1,1.25,0.25,1.077586207
10490,1,9,PC9,Enhancement,1,-0.25,-0.25,1.5,1.75,0.25,1.142241379
10495,1,4,PC4,Release,1,0.25,0.25,0.5,0.25,0.25,1.012931034
10573,1,4,PC4,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
10622,1,8,PC8,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
10688,1,4,PC4,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
10763,1,11,PC11,Release,1,-0.25,-0.25,0.5,0.75,0.25,1.012931034
11272,1,2,PC2,Bug,1,-0.25,0.75,3.5,3.75,0.25,1.400862069
11272,1,2,PC2,Bug,1,-0.25,NA,3.5,3.75,0.25,1.400862069
11524,1,7,PC7,Bug,1,0.25,0.25,1,0.75,0.25,1.077586207
11703,1,13,PC13,Bug,1,0.25,0.25,3,2.75,0.25,1.336206897
11731,1,13,PC13,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
11732,1,13,PC13,Enhancement,1,0.25,0.25,1,0.75,0.25,1.077586207
11781,1,2,PC2,Enhancement,1,0.25,0.25,3,2.75,0.25,1.336206897
11875,1,2,PC2,Bug,1,0.25,0.25,2,1.75,0.25,1.206896552
12043,1,13,PC13,Enhancement,1,-0.25,-0.25,2,2.25,0.25,1.206896552
12102,1,2,PC2,Bug,1,-0.25,-0.25,2,2.25,0.25,1.206896552
12156,1,13,PC13,Bug,1,-0.25,-0.25,2.5,2.75,0.25,1.271551724
12212,1,13,PC13,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
12320,1,13,PC13,Enhancement,1,0.25,0.25,1.5,1.25,0.25,1.142241379
12375,1,2,PC2,Release,1,0.25,0.25,2,1.75,0.25,1.206896552
12616,1,2,PC2,Enhancement,1,0.25,0.25,3,2.75,0.25,1.336206897
13624,1,2,PC2,Bug,1,-0.25,-0.25,1,1.25,0.25,1.077586207
13635,1,18,PC18,Enhancement,1,0.25,0.25,1.5,1.25,0.25,1.142241379
13657,3,3,PC3,Bug,1,0.25,0.25,0.5,0.25,0.25,1.012931034
13965,1,12,PC12,Enhancement,1,0.25,0.25,4,3.75,0.25,1.465517241
14253,4,12,PC12,Enhancement,1,0.25,0.25,5,4.75,0.25,1.594827586
12092,1,6,PC6,Enhancement,1,0.24,0.24,1,0.76,0.24,1.077586207
